"Budget","Metric","Design","Method_Gear-FMP","N","n","Effect","EPM","Power"
3500000,"RETAINED_CATCH","FMP.STATUS_QUO","EM_TRW-GOA",768,256,-4.39,-3.9,0.09
3500000,"SPECIES","FMP.STATUS_QUO","EM_TRW-GOA",768,256,-0.16,-3.2,0.11
3500000,"DURATION","FMP.STATUS_QUO","OB_HAL-BSAI",106,3,1.7,22.2,0.09
3500000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_HAL-BSAI",106,3,0.82,5.9,0.05
3500000,"SPECIES","FMP.STATUS_QUO","OB_HAL-BSAI",106,3,-0.46,-18.6,0.09
3500000,"DURATION","FMP.STATUS_QUO","OB_HAL-GOA",1246,35,0.69,19.9,0.36
3500000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_HAL-GOA",1246,35,1.02,17.3,0.19
3500000,"SPECIES","FMP.STATUS_QUO","OB_HAL-GOA",1246,35,-0.21,-7.3,0.11
3500000,"DURATION","FMP.STATUS_QUO","OB_POT-BSAI",255,7,1.79,51.2,0.48
3500000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_POT-BSAI",255,7,19.68,45.3,0.23
3500000,"SPECIES","FMP.STATUS_QUO","OB_POT-BSAI",255,7,-0.05,-3.1,0.05
3500000,"DURATION","FMP.STATUS_QUO","OB_POT-GOA",831,24,0.22,4.6,0.06
3500000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_POT-GOA",831,24,0.03,0.2,0.05
3500000,"SPECIES","FMP.STATUS_QUO","OB_POT-GOA",831,24,-0.23,-9.9,0.12
3500000,"DURATION","FMP.STATUS_QUO","OB_TRW-BSAI",21,1,0.12,4.3,0.05
3500000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_TRW-BSAI",21,1,-26.83,-39.7,0.06
3500000,"SPECIES","FMP.STATUS_QUO","OB_TRW-BSAI",21,1,-0.38,-11.7,0.05
3500000,"DURATION","FMP.STATUS_QUO","OB_TRW-GOA",368,10,0.23,12.3,0.09
3500000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_TRW-GOA",368,10,3.38,3.4,0.05
3500000,"SPECIES","FMP.STATUS_QUO","OB_TRW-GOA",368,10,-0.49,-10.1,0.08
4500000,"DURATION","CURRENT.CWB","EM_HAL",722,112,0.25,6.3,0.2
4500000,"RETAINED_CATCH","CURRENT.CWB","EM_HAL",722,112,-0.26,-3.6,0.07
4500000,"SPECIES","CURRENT.CWB","EM_HAL",722,112,-0.16,-5.2,0.15
4500000,"DURATION","CURRENT.CWB","EM_POT",353,61,-0.01,-0.3,0.05
4500000,"RETAINED_CATCH","CURRENT.CWB","EM_POT",353,61,-3.09,-13.7,0.15
4500000,"SPECIES","CURRENT.CWB","EM_POT",353,61,-0.23,-10,0.25
4500000,"DURATION","CURRENT.CWB","EM_TRW",768,42,-0.12,-7,0.06
4500000,"RETAINED_CATCH","CURRENT.CWB","EM_TRW",768,42,-4.39,-3.9,0.06
4500000,"SPECIES","CURRENT.CWB","EM_TRW",768,42,-0.16,-3.2,0.06
4500000,"DURATION","CURRENT.CWB","OB_HAL",1352,132,0.78,20.7,0.82
4500000,"RETAINED_CATCH","CURRENT.CWB","OB_HAL",1352,132,1.03,15.9,0.38
4500000,"SPECIES","CURRENT.CWB","OB_HAL",1352,132,-0.23,-8.1,0.32
4500000,"DURATION","CURRENT.CWB","OB_POT",1086,87,0.71,16.1,0.36
4500000,"RETAINED_CATCH","CURRENT.CWB","OB_POT",1086,87,4.61,20.3,0.24
4500000,"SPECIES","CURRENT.CWB","OB_POT",1086,87,-0.16,-7.5,0.18
4500000,"DURATION","CURRENT.CWB","OB_TRW",389,46,0.24,12.4,0.2
4500000,"RETAINED_CATCH","CURRENT.CWB","OB_TRW",389,46,0.92,0.9,0.05
4500000,"SPECIES","CURRENT.CWB","OB_TRW",389,46,-0.51,-10.7,0.21
4500000,"DURATION","CURRENT.EQUAL","EM_HAL",722,65,0.25,6.3,0.14
4500000,"RETAINED_CATCH","CURRENT.EQUAL","EM_HAL",722,65,-0.26,-3.6,0.06
4500000,"SPECIES","CURRENT.EQUAL","EM_HAL",722,65,-0.16,-5.2,0.11
4500000,"DURATION","CURRENT.EQUAL","EM_POT",353,32,-0.01,-0.3,0.05
4500000,"RETAINED_CATCH","CURRENT.EQUAL","EM_POT",353,32,-3.09,-13.7,0.11
4500000,"SPECIES","CURRENT.EQUAL","EM_POT",353,32,-0.23,-10,0.16
4500000,"DURATION","CURRENT.EQUAL","EM_TRW",768,70,-0.12,-7,0.06
4500000,"RETAINED_CATCH","CURRENT.EQUAL","EM_TRW",768,70,-4.39,-3.9,0.06
4500000,"SPECIES","CURRENT.EQUAL","EM_TRW",768,70,-0.16,-3.2,0.07
4500000,"DURATION","CURRENT.EQUAL","OB_HAL",1352,122,0.78,20.7,0.8
4500000,"RETAINED_CATCH","CURRENT.EQUAL","OB_HAL",1352,122,1.03,15.9,0.35
4500000,"SPECIES","CURRENT.EQUAL","OB_HAL",1352,122,-0.23,-8.1,0.3
4500000,"DURATION","CURRENT.EQUAL","OB_POT",1086,98,0.71,16.1,0.4
4500000,"RETAINED_CATCH","CURRENT.EQUAL","OB_POT",1086,98,4.61,20.3,0.26
4500000,"SPECIES","CURRENT.EQUAL","OB_POT",1086,98,-0.16,-7.5,0.2
4500000,"DURATION","CURRENT.EQUAL","OB_TRW",389,35,0.24,12.4,0.17
4500000,"RETAINED_CATCH","CURRENT.EQUAL","OB_TRW",389,35,0.92,0.9,0.05
4500000,"SPECIES","CURRENT.EQUAL","OB_TRW",389,35,-0.51,-10.7,0.18
4500000,"DURATION","CURRENT.PROX","EM_HAL",722,97,0.25,6.3,0.18
4500000,"RETAINED_CATCH","CURRENT.PROX","EM_HAL",722,97,-0.26,-3.6,0.07
4500000,"SPECIES","CURRENT.PROX","EM_HAL",722,97,-0.16,-5.2,0.14
4500000,"DURATION","CURRENT.PROX","EM_POT",353,82,-0.01,-0.3,0.05
4500000,"RETAINED_CATCH","CURRENT.PROX","EM_POT",353,82,-3.09,-13.7,0.17
4500000,"SPECIES","CURRENT.PROX","EM_POT",353,82,-0.23,-10,0.3
4500000,"DURATION","CURRENT.PROX","EM_TRW",768,36,-0.12,-7,0.06
4500000,"RETAINED_CATCH","CURRENT.PROX","EM_TRW",768,36,-4.39,-3.9,0.06
4500000,"SPECIES","CURRENT.PROX","EM_TRW",768,36,-0.16,-3.2,0.06
4500000,"DURATION","CURRENT.PROX","OB_HAL",1352,116,0.78,20.7,0.78
4500000,"RETAINED_CATCH","CURRENT.PROX","OB_HAL",1352,116,1.03,15.9,0.34
4500000,"SPECIES","CURRENT.PROX","OB_HAL",1352,116,-0.23,-8.1,0.29
4500000,"DURATION","CURRENT.PROX","OB_POT",1086,105,0.71,16.1,0.42
4500000,"RETAINED_CATCH","CURRENT.PROX","OB_POT",1086,105,4.61,20.3,0.27
4500000,"SPECIES","CURRENT.PROX","OB_POT",1086,105,-0.16,-7.5,0.21
4500000,"DURATION","CURRENT.PROX","OB_TRW",389,44,0.24,12.4,0.2
4500000,"RETAINED_CATCH","CURRENT.PROX","OB_TRW",389,44,0.92,0.9,0.05
4500000,"SPECIES","CURRENT.PROX","OB_TRW",389,44,-0.51,-10.7,0.21
4500000,"DURATION","CURRENT.STATUS_QUO","EM_HAL",722,217,0.25,6.3,0.28
4500000,"RETAINED_CATCH","CURRENT.STATUS_QUO","EM_HAL",722,217,-0.26,-3.6,0.09
4500000,"SPECIES","CURRENT.STATUS_QUO","EM_HAL",722,217,-0.16,-5.2,0.21
4500000,"DURATION","CURRENT.STATUS_QUO","EM_POT",353,106,-0.01,-0.3,0.05
4500000,"RETAINED_CATCH","CURRENT.STATUS_QUO","EM_POT",353,106,-3.09,-13.7,0.19
4500000,"SPECIES","CURRENT.STATUS_QUO","EM_POT",353,106,-0.23,-10,0.35
4500000,"DURATION","CURRENT.STATUS_QUO","EM_TRW",768,256,-0.12,-7,0.1
4500000,"RETAINED_CATCH","CURRENT.STATUS_QUO","EM_TRW",768,256,-4.39,-3.9,0.09
4500000,"SPECIES","CURRENT.STATUS_QUO","EM_TRW",768,256,-0.16,-3.2,0.11
4500000,"DURATION","CURRENT.STATUS_QUO","OB_HAL",1352,82,0.78,20.7,0.64
4500000,"RETAINED_CATCH","CURRENT.STATUS_QUO","OB_HAL",1352,82,1.03,15.9,0.26
4500000,"SPECIES","CURRENT.STATUS_QUO","OB_HAL",1352,82,-0.23,-8.1,0.22
4500000,"DURATION","CURRENT.STATUS_QUO","OB_POT",1086,66,0.71,16.1,0.3
4500000,"RETAINED_CATCH","CURRENT.STATUS_QUO","OB_POT",1086,66,4.61,20.3,0.21
4500000,"SPECIES","CURRENT.STATUS_QUO","OB_POT",1086,66,-0.16,-7.5,0.15
4500000,"DURATION","CURRENT.STATUS_QUO","OB_TRW",389,24,0.24,12.4,0.14
4500000,"RETAINED_CATCH","CURRENT.STATUS_QUO","OB_TRW",389,24,0.92,0.9,0.05
4500000,"SPECIES","CURRENT.STATUS_QUO","OB_TRW",389,24,-0.51,-10.7,0.14
4500000,"DURATION","FIXED_FMP.CWB","EM_FIXED-BSAI",89,21,1.1,24.8,0.36
4500000,"RETAINED_CATCH","FIXED_FMP.CWB","EM_FIXED-BSAI",89,21,-2.77,-9,0.07
4500000,"SPECIES","FIXED_FMP.CWB","EM_FIXED-BSAI",89,21,0.1,5.5,0.06
4500000,"DURATION","FIXED_FMP.CWB","EM_FIXED-GOA",986,123,0.08,2,0.06
4500000,"RETAINED_CATCH","FIXED_FMP.CWB","EM_FIXED-GOA",986,123,-0.85,-8.8,0.21
4500000,"SPECIES","FIXED_FMP.CWB","EM_FIXED-GOA",986,123,-0.21,-7.1,0.26
4500000,"DURATION","FIXED_FMP.CWB","EM_TRW-GOA",768,59,-0.12,-7,0.06
4500000,"RETAINED_CATCH","FIXED_FMP.CWB","EM_TRW-GOA",768,59,-4.39,-3.9,0.06
4500000,"SPECIES","FIXED_FMP.CWB","EM_TRW-GOA",768,59,-0.16,-3.2,0.07
4500000,"DURATION","FIXED_FMP.CWB","OB_FIXED-BSAI",361,50,2.21,50.3,1
4500000,"RETAINED_CATCH","FIXED_FMP.CWB","OB_FIXED-BSAI",361,50,10.46,28.2,0.28
4500000,"SPECIES","FIXED_FMP.CWB","OB_FIXED-BSAI",361,50,-0.1,-5.3,0.09
4500000,"DURATION","FIXED_FMP.CWB","OB_FIXED-GOA",2077,155,0.43,10.9,0.38
4500000,"RETAINED_CATCH","FIXED_FMP.CWB","OB_FIXED-GOA",2077,155,0.14,1.7,0.05
4500000,"SPECIES","FIXED_FMP.CWB","OB_FIXED-GOA",2077,155,-0.17,-6.3,0.23
4500000,"DURATION","FIXED_FMP.CWB","OB_TRW-BSAI",21,4,0.12,4.3,0.05
4500000,"RETAINED_CATCH","FIXED_FMP.CWB","OB_TRW-BSAI",21,4,-26.83,-39.7,0.1
4500000,"SPECIES","FIXED_FMP.CWB","OB_TRW-BSAI",21,4,-0.38,-11.7,0.06
4500000,"DURATION","FIXED_FMP.CWB","OB_TRW-GOA",368,49,0.23,12.3,0.2
4500000,"RETAINED_CATCH","FIXED_FMP.CWB","OB_TRW-GOA",368,49,3.38,3.4,0.06
4500000,"SPECIES","FIXED_FMP.CWB","OB_TRW-GOA",368,49,-0.49,-10.1,0.21
4500000,"DURATION","FIXED_FMP.EQUAL","EM_FIXED-BSAI",89,8,1.1,24.8,0.22
4500000,"RETAINED_CATCH","FIXED_FMP.EQUAL","EM_FIXED-BSAI",89,8,-2.77,-9,0.06
4500000,"SPECIES","FIXED_FMP.EQUAL","EM_FIXED-BSAI",89,8,0.1,5.5,0.06
4500000,"DURATION","FIXED_FMP.EQUAL","EM_FIXED-GOA",986,89,0.08,2,0.06
4500000,"RETAINED_CATCH","FIXED_FMP.EQUAL","EM_FIXED-GOA",986,89,-0.85,-8.8,0.17
4500000,"SPECIES","FIXED_FMP.EQUAL","EM_FIXED-GOA",986,89,-0.21,-7.1,0.21
4500000,"DURATION","FIXED_FMP.EQUAL","EM_TRW-GOA",768,70,-0.12,-7,0.06
4500000,"RETAINED_CATCH","FIXED_FMP.EQUAL","EM_TRW-GOA",768,70,-4.39,-3.9,0.06
4500000,"SPECIES","FIXED_FMP.EQUAL","EM_TRW-GOA",768,70,-0.16,-3.2,0.07
4500000,"DURATION","FIXED_FMP.EQUAL","OB_FIXED-BSAI",361,33,2.21,50.3,0.98
4500000,"RETAINED_CATCH","FIXED_FMP.EQUAL","OB_FIXED-BSAI",361,33,10.46,28.2,0.24
4500000,"SPECIES","FIXED_FMP.EQUAL","OB_FIXED-BSAI",361,33,-0.1,-5.3,0.08
4500000,"DURATION","FIXED_FMP.EQUAL","OB_FIXED-GOA",2077,188,0.43,10.9,0.44
4500000,"RETAINED_CATCH","FIXED_FMP.EQUAL","OB_FIXED-GOA",2077,188,0.14,1.7,0.06
4500000,"SPECIES","FIXED_FMP.EQUAL","OB_FIXED-GOA",2077,188,-0.17,-6.3,0.27
4500000,"DURATION","FIXED_FMP.EQUAL","OB_TRW-BSAI",21,2,0.12,4.3,0.05
4500000,"RETAINED_CATCH","FIXED_FMP.EQUAL","OB_TRW-BSAI",21,2,-26.83,-39.7,0.08
4500000,"SPECIES","FIXED_FMP.EQUAL","OB_TRW-BSAI",21,2,-0.38,-11.7,0.06
4500000,"DURATION","FIXED_FMP.EQUAL","OB_TRW-GOA",368,33,0.23,12.3,0.16
4500000,"RETAINED_CATCH","FIXED_FMP.EQUAL","OB_TRW-GOA",368,33,3.38,3.4,0.06
4500000,"SPECIES","FIXED_FMP.EQUAL","OB_TRW-GOA",368,33,-0.49,-10.1,0.16
4500000,"DURATION","FIXED_FMP.PROX","EM_FIXED-BSAI",89,40,1.1,24.8,0.39
4500000,"RETAINED_CATCH","FIXED_FMP.PROX","EM_FIXED-BSAI",89,40,-2.77,-9,0.07
4500000,"SPECIES","FIXED_FMP.PROX","EM_FIXED-BSAI",89,40,0.1,5.5,0.07
4500000,"DURATION","FIXED_FMP.PROX","EM_FIXED-GOA",986,111,0.08,2,0.06
4500000,"RETAINED_CATCH","FIXED_FMP.PROX","EM_FIXED-GOA",986,111,-0.85,-8.8,0.19
4500000,"SPECIES","FIXED_FMP.PROX","EM_FIXED-GOA",986,111,-0.21,-7.1,0.24
4500000,"DURATION","FIXED_FMP.PROX","EM_TRW-GOA",768,46,-0.12,-7,0.06
4500000,"RETAINED_CATCH","FIXED_FMP.PROX","EM_TRW-GOA",768,46,-4.39,-3.9,0.06
4500000,"SPECIES","FIXED_FMP.PROX","EM_TRW-GOA",768,46,-0.16,-3.2,0.06
4500000,"DURATION","FIXED_FMP.PROX","OB_FIXED-BSAI",361,74,2.21,50.3,1
4500000,"RETAINED_CATCH","FIXED_FMP.PROX","OB_FIXED-BSAI",361,74,10.46,28.2,0.31
4500000,"SPECIES","FIXED_FMP.PROX","OB_FIXED-BSAI",361,74,-0.1,-5.3,0.11
4500000,"DURATION","FIXED_FMP.PROX","OB_FIXED-GOA",2077,122,0.43,10.9,0.31
4500000,"RETAINED_CATCH","FIXED_FMP.PROX","OB_FIXED-GOA",2077,122,0.14,1.7,0.05
4500000,"SPECIES","FIXED_FMP.PROX","OB_FIXED-GOA",2077,122,-0.17,-6.3,0.19
4500000,"DURATION","FIXED_FMP.PROX","OB_TRW-BSAI",21,13,0.12,4.3,0.05
4500000,"RETAINED_CATCH","FIXED_FMP.PROX","OB_TRW-BSAI",21,13,-26.83,-39.7,0.17
4500000,"SPECIES","FIXED_FMP.PROX","OB_TRW-BSAI",21,13,-0.38,-11.7,0.07
4500000,"DURATION","FIXED_FMP.PROX","OB_TRW-GOA",368,49,0.23,12.3,0.2
4500000,"RETAINED_CATCH","FIXED_FMP.PROX","OB_TRW-GOA",368,49,3.38,3.4,0.06
4500000,"SPECIES","FIXED_FMP.PROX","OB_TRW-GOA",368,49,-0.49,-10.1,0.21
4500000,"DURATION","FIXED_FMP.STATUS_QUO","EM_FIXED-BSAI",89,27,1.1,24.8,0.39
4500000,"RETAINED_CATCH","FIXED_FMP.STATUS_QUO","EM_FIXED-BSAI",89,27,-2.77,-9,0.07
4500000,"SPECIES","FIXED_FMP.STATUS_QUO","EM_FIXED-BSAI",89,27,0.1,5.5,0.07
4500000,"DURATION","FIXED_FMP.STATUS_QUO","EM_FIXED-GOA",986,296,0.08,2,0.08
4500000,"RETAINED_CATCH","FIXED_FMP.STATUS_QUO","EM_FIXED-GOA",986,296,-0.85,-8.8,0.37
4500000,"SPECIES","FIXED_FMP.STATUS_QUO","EM_FIXED-GOA",986,296,-0.21,-7.1,0.45
4500000,"DURATION","FIXED_FMP.STATUS_QUO","EM_TRW-GOA",768,256,-0.12,-7,0.1
4500000,"RETAINED_CATCH","FIXED_FMP.STATUS_QUO","EM_TRW-GOA",768,256,-4.39,-3.9,0.09
4500000,"SPECIES","FIXED_FMP.STATUS_QUO","EM_TRW-GOA",768,256,-0.16,-3.2,0.11
4500000,"DURATION","FIXED_FMP.STATUS_QUO","OB_FIXED-BSAI",361,22,2.21,50.3,0.94
4500000,"RETAINED_CATCH","FIXED_FMP.STATUS_QUO","OB_FIXED-BSAI",361,22,10.46,28.2,0.19
4500000,"SPECIES","FIXED_FMP.STATUS_QUO","OB_FIXED-BSAI",361,22,-0.1,-5.3,0.07
4500000,"DURATION","FIXED_FMP.STATUS_QUO","OB_FIXED-GOA",2077,126,0.43,10.9,0.32
4500000,"RETAINED_CATCH","FIXED_FMP.STATUS_QUO","OB_FIXED-GOA",2077,126,0.14,1.7,0.05
4500000,"SPECIES","FIXED_FMP.STATUS_QUO","OB_FIXED-GOA",2077,126,-0.17,-6.3,0.2
4500000,"DURATION","FIXED_FMP.STATUS_QUO","OB_TRW-BSAI",21,1,0.12,4.3,0.05
4500000,"RETAINED_CATCH","FIXED_FMP.STATUS_QUO","OB_TRW-BSAI",21,1,-26.83,-39.7,0.06
4500000,"SPECIES","FIXED_FMP.STATUS_QUO","OB_TRW-BSAI",21,1,-0.38,-11.7,0.05
4500000,"DURATION","FIXED_FMP.STATUS_QUO","OB_TRW-GOA",368,22,0.23,12.3,0.13
4500000,"RETAINED_CATCH","FIXED_FMP.STATUS_QUO","OB_TRW-GOA",368,22,3.38,3.4,0.06
4500000,"SPECIES","FIXED_FMP.STATUS_QUO","OB_TRW-GOA",368,22,-0.49,-10.1,0.12
4500000,"DURATION","FMP.CWB","EM_HAL-BSAI",32,6,2.24,35.8,0.23
4500000,"RETAINED_CATCH","FMP.CWB","EM_HAL-BSAI",32,6,0.95,11.9,0.06
4500000,"SPECIES","FMP.CWB","EM_HAL-BSAI",32,6,-0.14,-6.1,0.06
4500000,"DURATION","FMP.CWB","EM_HAL-GOA",690,96,0.18,4.6,0.13
4500000,"RETAINED_CATCH","FMP.CWB","EM_HAL-GOA",690,96,-0.32,-4.3,0.08
4500000,"SPECIES","FMP.CWB","EM_HAL-GOA",690,96,-0.17,-5.5,0.15
4500000,"DURATION","FMP.CWB","EM_POT-BSAI",57,13,0.11,3.2,0.05
4500000,"RETAINED_CATCH","FMP.CWB","EM_POT-BSAI",57,13,-2.58,-5.9,0.06
4500000,"SPECIES","FMP.CWB","EM_POT-BSAI",57,13,0.22,13.3,0.1
4500000,"DURATION","FMP.CWB","EM_POT-GOA",296,53,-0.12,-2.5,0.05
4500000,"RETAINED_CATCH","FMP.CWB","EM_POT-GOA",296,53,-1.61,-10.1,0.1
4500000,"SPECIES","FMP.CWB","EM_POT-GOA",296,53,-0.4,-15.4,0.54
4500000,"DURATION","FMP.CWB","EM_TRW-GOA",768,45,-0.12,-7,0.06
4500000,"RETAINED_CATCH","FMP.CWB","EM_TRW-GOA",768,45,-4.39,-3.9,0.06
4500000,"SPECIES","FMP.CWB","EM_TRW-GOA",768,45,-0.16,-3.2,0.06
4500000,"DURATION","FMP.CWB","OB_HAL-BSAI",106,14,1.7,22.2,0.24
4500000,"RETAINED_CATCH","FMP.CWB","OB_HAL-BSAI",106,14,0.82,5.9,0.06
4500000,"SPECIES","FMP.CWB","OB_HAL-BSAI",106,14,-0.46,-18.6,0.23
4500000,"DURATION","FMP.CWB","OB_HAL-GOA",1246,104,0.69,19.9,0.76
4500000,"RETAINED_CATCH","FMP.CWB","OB_HAL-GOA",1246,104,1.02,17.3,0.43
4500000,"SPECIES","FMP.CWB","OB_HAL-GOA",1246,104,-0.21,-7.3,0.22
4500000,"DURATION","FMP.CWB","OB_POT-BSAI",255,23,1.79,51.2,0.83
4500000,"RETAINED_CATCH","FMP.CWB","OB_POT-BSAI",255,23,19.68,45.3,0.45
4500000,"SPECIES","FMP.CWB","OB_POT-BSAI",255,23,-0.05,-3.1,0.06
4500000,"DURATION","FMP.CWB","OB_POT-GOA",831,75,0.22,4.6,0.07
4500000,"RETAINED_CATCH","FMP.CWB","OB_POT-GOA",831,75,0.03,0.2,0.05
4500000,"SPECIES","FMP.CWB","OB_POT-GOA",831,75,-0.23,-9.9,0.27
4500000,"DURATION","FMP.CWB","OB_TRW-BSAI",21,4,0.12,4.3,0.05
4500000,"RETAINED_CATCH","FMP.CWB","OB_TRW-BSAI",21,4,-26.83,-39.7,0.1
4500000,"SPECIES","FMP.CWB","OB_TRW-BSAI",21,4,-0.38,-11.7,0.06
4500000,"DURATION","FMP.CWB","OB_TRW-GOA",368,42,0.23,12.3,0.19
4500000,"RETAINED_CATCH","FMP.CWB","OB_TRW-GOA",368,42,3.38,3.4,0.06
4500000,"SPECIES","FMP.CWB","OB_TRW-GOA",368,42,-0.49,-10.1,0.19
4500000,"DURATION","FMP.EQUAL","EM_HAL-BSAI",32,3,2.24,35.8,0.16
4500000,"RETAINED_CATCH","FMP.EQUAL","EM_HAL-BSAI",32,3,0.95,11.9,0.06
4500000,"SPECIES","FMP.EQUAL","EM_HAL-BSAI",32,3,-0.14,-6.1,0.05
4500000,"DURATION","FMP.EQUAL","EM_HAL-GOA",690,63,0.18,4.6,0.1
4500000,"RETAINED_CATCH","FMP.EQUAL","EM_HAL-GOA",690,63,-0.32,-4.3,0.07
4500000,"SPECIES","FMP.EQUAL","EM_HAL-GOA",690,63,-0.17,-5.5,0.12
4500000,"DURATION","FMP.EQUAL","EM_POT-BSAI",57,5,0.11,3.2,0.05
4500000,"RETAINED_CATCH","FMP.EQUAL","EM_POT-BSAI",57,5,-2.58,-5.9,0.05
4500000,"SPECIES","FMP.EQUAL","EM_POT-BSAI",57,5,0.22,13.3,0.07
4500000,"DURATION","FMP.EQUAL","EM_POT-GOA",296,27,-0.12,-2.5,0.05
4500000,"RETAINED_CATCH","FMP.EQUAL","EM_POT-GOA",296,27,-1.61,-10.1,0.08
4500000,"SPECIES","FMP.EQUAL","EM_POT-GOA",296,27,-0.4,-15.4,0.34
4500000,"DURATION","FMP.EQUAL","EM_TRW-GOA",768,70,-0.12,-7,0.06
4500000,"RETAINED_CATCH","FMP.EQUAL","EM_TRW-GOA",768,70,-4.39,-3.9,0.06
4500000,"SPECIES","FMP.EQUAL","EM_TRW-GOA",768,70,-0.16,-3.2,0.07
4500000,"DURATION","FMP.EQUAL","OB_HAL-BSAI",106,10,1.7,22.2,0.19
4500000,"RETAINED_CATCH","FMP.EQUAL","OB_HAL-BSAI",106,10,0.82,5.9,0.05
4500000,"SPECIES","FMP.EQUAL","OB_HAL-BSAI",106,10,-0.46,-18.6,0.18
4500000,"DURATION","FMP.EQUAL","OB_HAL-GOA",1246,113,0.69,19.9,0.8
4500000,"RETAINED_CATCH","FMP.EQUAL","OB_HAL-GOA",1246,113,1.02,17.3,0.46
4500000,"SPECIES","FMP.EQUAL","OB_HAL-GOA",1246,113,-0.21,-7.3,0.24
4500000,"DURATION","FMP.EQUAL","OB_POT-BSAI",255,23,1.79,51.2,0.83
4500000,"RETAINED_CATCH","FMP.EQUAL","OB_POT-BSAI",255,23,19.68,45.3,0.45
4500000,"SPECIES","FMP.EQUAL","OB_POT-BSAI",255,23,-0.05,-3.1,0.06
4500000,"DURATION","FMP.EQUAL","OB_POT-GOA",831,75,0.22,4.6,0.07
4500000,"RETAINED_CATCH","FMP.EQUAL","OB_POT-GOA",831,75,0.03,0.2,0.05
4500000,"SPECIES","FMP.EQUAL","OB_POT-GOA",831,75,-0.23,-9.9,0.27
4500000,"DURATION","FMP.EQUAL","OB_TRW-BSAI",21,2,0.12,4.3,0.05
4500000,"RETAINED_CATCH","FMP.EQUAL","OB_TRW-BSAI",21,2,-26.83,-39.7,0.08
4500000,"SPECIES","FMP.EQUAL","OB_TRW-BSAI",21,2,-0.38,-11.7,0.06
4500000,"DURATION","FMP.EQUAL","OB_TRW-GOA",368,33,0.23,12.3,0.16
4500000,"RETAINED_CATCH","FMP.EQUAL","OB_TRW-GOA",368,33,3.38,3.4,0.06
4500000,"SPECIES","FMP.EQUAL","OB_TRW-GOA",368,33,-0.49,-10.1,0.16
4500000,"DURATION","FMP.PROX","EM_HAL-BSAI",32,17,2.24,35.8,0.29
4500000,"RETAINED_CATCH","FMP.PROX","EM_HAL-BSAI",32,17,0.95,11.9,0.07
4500000,"SPECIES","FMP.PROX","EM_HAL-BSAI",32,17,-0.14,-6.1,0.06
4500000,"DURATION","FMP.PROX","EM_HAL-GOA",690,69,0.18,4.6,0.11
4500000,"RETAINED_CATCH","FMP.PROX","EM_HAL-GOA",690,69,-0.32,-4.3,0.07
4500000,"SPECIES","FMP.PROX","EM_HAL-GOA",690,69,-0.17,-5.5,0.12
4500000,"DURATION","FMP.PROX","EM_POT-BSAI",57,18,0.11,3.2,0.05
4500000,"RETAINED_CATCH","FMP.PROX","EM_POT-BSAI",57,18,-2.58,-5.9,0.06
4500000,"SPECIES","FMP.PROX","EM_POT-BSAI",57,18,0.22,13.3,0.11
4500000,"DURATION","FMP.PROX","EM_POT-GOA",296,58,-0.12,-2.5,0.05
4500000,"RETAINED_CATCH","FMP.PROX","EM_POT-GOA",296,58,-1.61,-10.1,0.1
4500000,"SPECIES","FMP.PROX","EM_POT-GOA",296,58,-0.4,-15.4,0.56
4500000,"DURATION","FMP.PROX","EM_TRW-GOA",768,25,-0.12,-7,0.06
4500000,"RETAINED_CATCH","FMP.PROX","EM_TRW-GOA",768,25,-4.39,-3.9,0.06
4500000,"SPECIES","FMP.PROX","EM_TRW-GOA",768,25,-0.16,-3.2,0.06
4500000,"DURATION","FMP.PROX","OB_HAL-BSAI",106,37,1.7,22.2,0.46
4500000,"RETAINED_CATCH","FMP.PROX","OB_HAL-BSAI",106,37,0.82,5.9,0.06
4500000,"SPECIES","FMP.PROX","OB_HAL-BSAI",106,37,-0.46,-18.6,0.46
4500000,"DURATION","FMP.PROX","OB_HAL-GOA",1246,74,0.69,19.9,0.63
4500000,"RETAINED_CATCH","FMP.PROX","OB_HAL-GOA",1246,74,1.02,17.3,0.33
4500000,"SPECIES","FMP.PROX","OB_HAL-GOA",1246,74,-0.21,-7.3,0.17
4500000,"DURATION","FMP.PROX","OB_POT-BSAI",255,29,1.79,51.2,0.87
4500000,"RETAINED_CATCH","FMP.PROX","OB_POT-BSAI",255,29,19.68,45.3,0.5
4500000,"SPECIES","FMP.PROX","OB_POT-BSAI",255,29,-0.05,-3.1,0.06
4500000,"DURATION","FMP.PROX","OB_POT-GOA",831,69,0.22,4.6,0.07
4500000,"RETAINED_CATCH","FMP.PROX","OB_POT-GOA",831,69,0.03,0.2,0.05
4500000,"SPECIES","FMP.PROX","OB_POT-GOA",831,69,-0.23,-9.9,0.25
4500000,"DURATION","FMP.PROX","OB_TRW-BSAI",21,9,0.12,4.3,0.05
4500000,"RETAINED_CATCH","FMP.PROX","OB_TRW-BSAI",21,9,-26.83,-39.7,0.15
4500000,"SPECIES","FMP.PROX","OB_TRW-BSAI",21,9,-0.38,-11.7,0.07
